chr	start	end	tpm	pct	strand
chr1	173437230	173437262	49.0096840479191	0.35979274611399	-
chr7	128129548	128129569	49.6245673731685	0.361865284974093	+
chr6	48647431	48647480	55.5246815003118	0.392953367875648	+
chr1	87214323	87214324	55.7702086166997	0.393782383419689	+
chr7	19345090	19345106	59.0748784178601	0.408082901554404	+
chr10	80017701	80017704	59.0777279041172	0.408290155440415	+
chr17	35590516	35590535	59.2647613982243	0.409948186528497	-
chr7	141902378	141902404	62.0890525580335	0.425077720207254	-
chr12	113000453	113000456	64.1567796042768	0.436269430051813	-
chr1	156474239	156474240	69.087324663715	0.457823834196891	-
chr9	21131186	21131216	70.0295665157254	0.461761658031088	-
chr9	111271533	111271546	74.2056931147455	0.478341968911917	-
chr5	125434099	125434121	81.8002613075871	0.503834196891192	-
chr14	49066387	49066400	85.6628846351891	0.513989637305699	-
chr12	110695638	110695645	86.4887597719829	0.516269430051813	-
chr12	85219509	85219521	89.1922561143892	0.523937823834197	+
chr14	14120925	14120943	108.970718139306	0.573886010362694	-
chr4	132768336	132768345	110.44054767483	0.578031088082902	+
chr8	85026871	85026890	119.021150291364	0.596062176165803	+
chr5	31494760	31494765	127.907646091798	0.612227979274611	+
chr1	127774201	127774216	128.334145338977	0.612642487046632	+
chr10	40883094	40883114	138.841972184479	0.630466321243523	-
chr7	44997654	44997677	140.705913116124	0.633575129533679	+
chr7	127274058	127274059	149.523250582427	0.644974093264249	-
chr11	87662634	87662667	154.871976085608	0.653056994818653	+
chr6	125097082	125097098	156.710240370344	0.656373056994819	+
chr15	76195697	76195727	179.689284254484	0.686839378238342	-
chr11	97782366	97782384	181.139851606112	0.689119170984456	-
chr12	110601468	110601471	183.481868103679	0.690984455958549	+
chr1	133689917	133689939	185.764686825376	0.694715025906736	-
chr11	29130743	29130751	191.659425352098	0.700518134715026	+
chr1	161876615	161876668	193.02613465078	0.702176165803109	-
chr5	130029308	130029335	212.336077212401	0.71979274611399	+
chr9	108649347	108649396	227.1552968533	0.734715025906736	-
chr7	46845840	46845843	240.039312165379	0.746113989637306	+
chr2	132253176	132253212	257.321395395658	0.758756476683938	-
chr6	106769167	106769190	259.501678989629	0.761450777202073	+
chr7	80947544	80947564	272.210087399424	0.767875647668394	-
chr11	83662586	83662587	279.50565202407	0.773056994818653	+
chr17	35000353	35000354	286.073612734791	0.776787564766839	-
chr11	98477129	98477164	290.566590524509	0.778445595854922	-
chr13	81657754	81657808	297.79329094916	0.781968911917098	+
chr16	20651680	20651713	306.938675345495	0.785906735751295	+
chr9	65885032	65885112	358.612023030499	0.807668393782383	-
chr10	75518013	75518044	410.575455309455	0.82880829015544	+
chrX	75416696	75416711	438.55728776352	0.837098445595855	+
chr15	76080881	76080912	445.3703805527	0.838134715025907	-
chr1	161035163	161035171	446.569723105153	0.838756476683938	+
chr5	130257046	130257066	475.673744732113	0.846424870466321	+
chr7	28379252	28379255	659.851638679069	0.884145077720207	-
chr11	70969958	70969973	671.266919077592	0.886632124352332	-
chrX	48146505	48146527	681.349504331083	0.887668393782383	+
chr11	76763556	76763571	721.76812150157	0.895129533678756	-
chr6	87838681	87838780	765.498093075318	0.900310880829016	-
chr18	34651713	34651735	851.536272299338	0.910673575129534	-
chr2	121506705	121506773	851.960780882483	0.910880829015544	+
chr1	58393126	58393151	908.342383028701	0.915854922279793	+
chr2	181601338	181601404	1116.89865971383	0.929119170984456	+
chr14	56668247	56668343	1187.09956330276	0.932020725388601	+
chr6	129623840	129624022	1744.06079150677	0.956891191709845	-
chr1	164061998	164062159	1844.34605519808	0.961036269430052	+
chr17	34000279	34000284	2027.12993294008	0.96559585492228	-
chrX	167209155	167209164	2158.76185220937	0.968497409326425	-
chr3	30793316	30793341	2581.72653949028	0.974507772020725	+
chr17	78835531	78835607	3036.01179608137	0.978652849740933	+
chr4	109000604	109000701	3661.00741197491	0.983626943005181	+
chr11	43747958	43748017	5091.22205166684	0.989844559585492	-
chr3	90079620	90079712	6872.99964250501	0.99440414507772	+
