cluster	chr	start	end	strand	tpm	nr_ctss	dominant_ctss	tpm.dominant_ctss
1447	chr6	86404301	86404307	+	10.8897396099564	2	86404302	6.28297382816333
1554	chr6	56704682	56704683	-	11.12019769682	1	56704683	11.12019769682
2196	chr8	122476042	122476074	-	11.6952310452372	2	122476043	7.51504614556735
544	chr2	94157894	94157902	-	12.1020169878264	2	94157895	7.92183208815659
1568	chr6	83572445	83572449	-	12.1218119273604	2	83572449	7.51504614556735
1703	chr7	19382016	19382021	+	12.44744773968	2	19382021	9.13205402402997
2613	chr10	79916918	79916921	-	13.3829415990807	2	79916919	7.51504614556735
3077	chr12	108635802	108635803	+	14.6275750043076	1	108635803	14.6275750043076
2299	chr9	108339275	108339276	+	15.0125951696309	1	108339276	15.0125951696309
496	chr2	26964345	26964346	-	16.1627676483477	1	26964346	16.1627676483477
1640	chr6	129621306	129621329	-	17.0474272190184	2	129621329	9.53238107345103
3407	chr14	45388799	45388823	-	17.3819651563132	2	45388800	11.5140697027999
3528	chr15	5108483	5108557	-	17.8971568288378	4	5108505	6.28297382816333
1037	chr4	94556744	94556769	-	18.6204644937339	2	94556745	11.5140697027999
4035	chr18	35562213	35562217	+	19.8286412067972	2	35562214	11.9068091186406
2559	chr10	7663278	7663288	-	20.9407550028246	2	7663288	18.0647325600754
986	chr4	155943845	155943855	+	21.2516059172164	2	155943855	18.8207120857052
4421	chrX	57392977	57392978	-	21.8202134657049	1	57392978	21.8202134657049
1159	chr5	45520316	45520320	+	22.197508843709	2	45520317	13.4672670317469
299	chr1	195131322	195131340	-	23.2926607576765	3	195131340	9.53238107345103
3083	chr12	113152050	113152051	+	23.6770605887424	1	113152051	23.6770605887424
2992	chr11	116077580	116077602	-	24.5104205040267	4	116077589	9.53238107345103
945	chr4	134102592	134102605	+	25.1396319895451	3	134102603	14.2416986637685
3441	chr14	67933522	67933560	-	26.5441619939346	3	67933523	11.5140697027999
82	chr1	135132700	135132724	+	27.1574116263706	3	135132711	13.078652077639
91	chr1	151344504	151344551	+	29.5439520323393	5	151344545	11.12019769682
3380	chr14	79535540	79535560	+	31.4725274169659	3	79535551	24.4163200745468
4009	chr17	86145175	86145181	-	32.0095401606208	3	86145176	14.6275750043076
2353	chr9	32541363	32541428	-	35.1906703360038	8	32541364	10.3288638345108
3710	chr16	4679686	4679733	-	39.616986756663	5	4679710	14.6275750043076
1024	chr4	48473393	48473438	-	45.0332916701901	5	48473413	24.4163200745468
16	chr1	38987792	38987827	+	45.6963474390591	4	38987815	16.5446054141841
3064	chr12	98268632	98268684	+	48.2587632681746	3	98268684	31.3535379897489
1931	chr7	114254694	114254706	-	50.3257359820717	4	114254701	28.8144696969351
2968	chr11	106783010	106783012	-	58.5160760982149	2	106783012	55.6400536554656
581	chr2	127143431	127143471	-	60.0755491987243	4	127143457	34.9512615934732
1743	chr7	75701977	75702000	+	61.575893605333	6	75701997	27.3551608263847
4229	chr19	5468497	5468501	-	62.6831163901583	3	5468498	33.1565149068778
2071	chr8	120668286	120668315	+	64.6362988176453	8	120668301	15.7801679788828
4410	chrX	17572284	17572302	-	66.8362398971231	5	17572285	23.6770605887424
2739	chr11	75631001	75631023	+	66.8987669435969	5	75631018	25.1536975244134
2132	chr8	70510360	70510367	-	73.3422269988825	2	70510367	66.2358322079485
3129	chr12	80643805	80643833	-	73.8138119094526	7	80643814	24.0469297789123
3120	chr12	70111967	70111985	-	74.3319062203425	4	70111985	36.0243662074609
3384	chr14	118937968	118937987	+	76.1846518292043	5	118937976	44.1683317997805
1444	chr6	85451991	85452092	+	82.7790946418409	9	85452081	17.3060762465445
3114	chr12	69184017	69184044	-	88.3770902054626	8	69184018	19.1977376487697
2758	chr11	83662586	83662587	+	107.073579357432	1	83662587	107.073579357432
958	chr4	138217261	138217285	+	113.523662977587	10	138217277	22.1926149837723
2859	chr11	50210788	50210791	-	128.206493696431	2	50210791	120.691447550864
687	chr3	90476123	90476194	+	130.76454120781	10	90476150	34.5929462138496
2216	chr9	18292237	18292317	+	135.924035308494	8	18292297	73.6680373353327
736	chr3	137864540	137864591	+	177.344513198836	5	137864589	121.336576570527
3825	chr17	34198359	34198395	+	266.023581494025	14	34198368	121.014048294548
2038	chr8	86624054	86624119	+	272.054568324351	12	86624105	92.9779299244373
33	chr1	52119480	52119496	+	273.060710159195	6	52119490	250.646580362435
1087	chr4	133545944	133546002	-	309.980335686618	21	133545982	66.9142863272822
103	chr1	164061998	164062159	+	344.768363057692	17	164062085	118.431194057435
3147	chr12	103425810	103425849	-	346.972629113918	10	103425847	84.3682872284888
259	chr1	164457959	164458007	-	349.774815126599	9	164458007	146.92190526379
2129	chr8	69901638	69901648	-	351.033127490724	3	69901648	226.274500334533
2886	chr11	69921234	69921341	-	567.153173428535	19	69921268	145.652108734699
3669	chr16	23107755	23107787	+	625.906148165753	8	23107758	502.813453659253
4039	chr18	36744668	36744730	+	738.004183335899	19	36744722	116.490938403066
949	chr4	134930904	134930994	+	2015.71226680152	22	134930980	360.48182863105
