anno	id	cage.id	atac.id	cage	atac	plotly	anno.ez
Btg2	31	31	2149	258.100471015287	78.9755537318916	chr1:134079116-134079121..SYMBOL	NA
Tmem183a	32	32	2163	28.8298872426426	19.5096451082952	chr1:134361938-134362020..SYMBOL	NA
Adipor1	33	33	2166	48.9722086031356	45.6780298197679	chr1:134415469-134415492..SYMBOL	NA
Kdm5b	34	34	2176	37.4201477167244	9.44475473942143	chr1:134560165-134560223..SYMBOL	NA
Ppp1r12b	35	35	2182	24.5491650739285	23.6546294881254	chr1:134955917-134955931..SYMBOL	NA
Ube2t	36	36	2183	4.71228180491482	27.5747012142991	chr1:134962587-134962596..SYMBOL	NA
Ptpn7	37	37	2192	62.0457818674815	39.2643043481036	chr1:135132628-135132736..SYMBOL	NA
NA	38	38	56829	6.88910651260379	0.0788701933832925	chr1:135232045-135232048..SYMBOL	NA
Timm17a	39	39	2200	49.5631067176928	28.6870652060436	chr1:135313728-135313738..SYMBOL	NA
Tram1	40	40	103	106.278540757947	15.5709235069187	chr1:13589804-13589881..SYMBOL	NA
Tmem9	41	41	2239	100.033721897009	8.31687262649388	chr1:136018008-136018037..SYMBOL	NA
Kif21b	42	42	2244	59.0032968670338	27.3943021276118	chr1:136131390-136131489..SYMBOL	NA
Lactb2	43	43	110	60.0400278106988	46.0520548895136	chr1:13660482-13660549..SYMBOL	NA
Ptprc	44	44	2311	784.312102637975	10.4704489229543	chr1:138175169-138175340..SYMBOL	NA
Zbtb41	45	45	2380	86.278021557595	21.9663773400219	chr1:139422188-139422380..SYMBOL	NA
Uchl5	46	46	2395	43.9172567875417	44.9127931846636	chr1:143777276-143777339..SYMBOL	NA
Rgs2	47	47	2405	25.5315988336961	47.3471480435333	chr1:144004122-144004149..SYMBOL	NA
Rgs1	48	48	2417	415.402900574096	11.7934251319747	chr1:144249042-144249106..SYMBOL	NA
Rgs18	49	49	2431	10.6401524896466	2.21266433954714	chr1:144775427-144775448..SYMBOL	NA
Odr4	50	50	2434	31.5485276513817	66.3583298238354	chr1:150392711-150392750..SYMBOL	NA
Tpr	51	51	2434	19.5205586167329	66.3583298238354	chr1:150392801-150392843..SYMBOL	NA
Tpr	52	52	2434	704.554010934311	66.3583298238354	chr1:150393260-150393420..SYMBOL	NA
Tpr	53	53	2434	13.5879091439421	66.3583298238354	chr1:150393558-150393649..SYMBOL	NA
Ivns1abp	54	54	2455	69.5636709460129	49.9563456246426	chr1:151344501-151344579..SYMBOL	NA
Swt1	55	55	2457	42.8788062386782	70.7095447731462	chr1:151428330-151428469..SYMBOL	NA
Trmt1l	56	56	2457	28.0943274777538	70.7095447731462	chr1:151428627-151428698..SYMBOL	NA
1700025G04Rik	57	57	2506	58.0301754501458	32.3603251890913	chr1:152090247-152090327..SYMBOL	NA
Arpc5	58	58	2536	231.72241675712	32.2710816474832	chr1:152766625-152766797..SYMBOL	NA
Dhx9	59	59	2577	100.436505105387	23.7004295781637	chr1:153487597-153487694..SYMBOL	NA
Rnasel	60	60	2598	73.6801318208905	12.3209401812599	chr1:153751871-153752042..SYMBOL	NA
Glul	61	61	2601	184.543829449017	42.1870918434607	chr1:153899900-153899946..SYMBOL	NA
Ier5	62	62	2629	27.294573042655	57.1656360389138	chr1:155099632-155099632..SYMBOL	NA
Mr1	63	63	2633	24.6384489590229	12.6058302245321	chr1:155146779-155146813..SYMBOL	NA
Tor1aip1	64	64	2658	74.6583634825704	59.1572786343454	chr1:156035882-156036084..SYMBOL	NA
Soat1	65	65	2668	23.7626301333303	17.3686237552905	chr1:156474240-156474274..SYMBOL	NA
NA	66	66	56830	13.4496970344169	0.104670201191538	chr1:156524030-156524064..SYMBOL	NA
Cryzl2	67	67	2696	5.25487125202677	6.23746480770331	chr1:157458582-157458582..SYMBOL	NA
Terf1	68	68	124	177.597836063364	38.9885859573562	chr1:15805633-15805680..SYMBOL	NA
Mrps14	69	69	2719	132.81506323552	51.5934256136609	chr1:160195233-160195261..SYMBOL	NA
Cacybp	70	70	2720	247.596740649759	61.0329921384205	chr1:160212670-160212875..SYMBOL	NA
Rabgap1l	71	71	2728	36.788095900945	5.21603208696836	chr1:160307331-160307492..SYMBOL	NA
Gas5	72	72	2751	113.300136108286	39.9536384257742	chr1:161035164-161035171..SYMBOL	NA
Rpl7	73	73	127	67.8621847913943	47.1810421163868	chr1:16104375-16104406..SYMBOL	NA
Cenpl	74	74	2753	12.5466134798434	24.093723303824	chr1:161070941-161071000..SYMBOL	NA
Prdx6	75	75	2767	11.1349765840146	22.0119150577668	chr1:161251166-161251196..SYMBOL	NA
NA	76	76	2781	33.0646430250629	6.16152126904551	chr1:161728744-161728835..SYMBOL	NA
NA	77	77	2781	23.2317122394348	6.16152126904551	chr1:161728889-161728935..SYMBOL	NA
Fasl	78	78	2789	55.6899343347538	26.0618084795372	chr1:161774760-161774853..SYMBOL	NA
Fasl	79	79	2793	323.597870473279	21.7660114822054	chr1:161788362-161788514..SYMBOL	NA
Suco	80	80	2799	71.6738052722487	104.929216316254	chr1:161876616-161876671..SYMBOL	NA
Prrc2c	81	81	2827	65.5543212488055	22.2237643762177	chr1:162740476-162740552..SYMBOL	NA
Gorab	82	82	2835	24.9740832802942	19.7661394323621	chr1:163403624-163403672..SYMBOL	NA
Sell	83	83	2847	542.519866385345	1.37993657665582	chr1:164061971-164062169..SYMBOL	NA
Ccdc181	84	84	2865	69.8738762390118	6.34450189333164	chr1:164275580-164275693..SYMBOL	NA
Blzf1	85	85	2866	44.7673054493944	28.6467964861771	chr1:164307230-164307296..SYMBOL	NA
Blzf1	86	86	2866	13.1614821608642	28.6467964861771	chr1:164307445-164307487..SYMBOL	NA
Atp1b1	87	87	2876	406.001718521311	54.2121834664421	chr1:164457783-164458041..SYMBOL	NA
Xcl1	88	88	2885	8.27204947767661	20.0713551196837	chr1:164935525-164935525..SYMBOL	NA
Sft2d2	89	89	2908	47.8598377140612	24.1295386857368	chr1:165194263-165194386..SYMBOL	NA
Tiprl	90	90	2911	144.976664592327	49.0383055968066	chr1:165236831-165236961..SYMBOL	NA
Dcaf6	91	91	2913	29.2673865349712	100.489153586874	chr1:165460442-165460465..SYMBOL	NA
Creg1	92	92	2942	22.0218551490227	30.4691112736224	chr1:165763760-165763767..SYMBOL	NA
NA	93	93	2945	12.1815072636437	10.7952981224886	chr1:165780725-165780770..SYMBOL	NA
Cd247	94	94	2946	95.9614811467316	5.47702225784	chr1:165788701-165788724..SYMBOL	NA
NA	95	95	2955	11.1742279855728	22.0085843739148	chr1:165848973-165848976..SYMBOL	NA
Pogk	96	96	2983	162.184493710411	34.1041916269164	chr1:166409774-166409837..SYMBOL	NA
Tmco1	97	97	3013	242.134117674896	16.6469770496632	chr1:167308719-167308764..SYMBOL	NA
Aldh9a1	98	98	3017	22.806000642034	24.9600676660323	chr1:167350207-167350248..SYMBOL	NA
Sh2d1b1	99	99	3051	66.1160692085503	21.6642499269031	chr1:170277221-170277389..SYMBOL	NA
Fcgr2b	100	100	56831	23.7002662681829	1.7329293006529	chr1:170976053-170976127..SYMBOL	NA
Fcgr2b	101	101	3093	47.6475968010898	8.15672613274174	chr1:170977520-170977579..SYMBOL	NA
Fcgr3	102	102	3105	47.3733656797566	2.53901334855415	chr1:171059321-171059438..SYMBOL	NA
Fcer1g	103	103	3120	376.353357471895	17.5794581330784	chr1:171234216-171234357..SYMBOL	NA
Ndufs2	104	104	3122	101.194186166712	24.9669772888361	chr1:171247086-171247116..SYMBOL	NA
Ppox	105	105	3127	11.0936458827806	39.7305491646666	chr1:171281138-171281218..SYMBOL	NA
Ufc1	106	106	3129	16.2849017421073	4.60495954388164	chr1:171294764-171294775..SYMBOL	NA
Ufc1	107	107	3129	7.74466391849493	4.60495954388164	chr1:171294829-171294831..SYMBOL	NA
Arhgap30	108	108	3138	79.8636909271136	58.119979749136	chr1:171388954-171389108..SYMBOL	NA
Cd244a	109	109	3150	182.142097630615	4.78424587734496	chr1:171559128-171559266..SYMBOL	NA
Ly9	110	110	3158	132.808403958203	5.54304335054379	chr1:171607268-171607414..SYMBOL	NA
Slamf7	111	111	3167	203.939915106364	5.68064066558061	chr1:171648913-171649209..SYMBOL	NA
Copa	112	112	3195	71.5670996250552	12.6975749750978	chr1:172082690-172082726..SYMBOL	NA
Pex19	113	113	3197	50.0709565790582	8.62317694538188	chr1:172126757-172126773..SYMBOL	NA
Dcaf8	114	114	3199	33.6101006861635	23.9128753689068	chr1:172148116-172148169..SYMBOL	NA
Pea15a	115	115	3204	165.934001356486	18.1735005555712	chr1:172206683-172206755..SYMBOL	NA
Tagln2	116	116	3229	33.7384594114957	54.4435769589561	chr1:172500230-172500286..SYMBOL	NA
Aim2	117	117	3255	26.4059508095259	13.0391871755938	chr1:173437216-173437262..SYMBOL	NA
Ifi206	118	118	3262	62.2028467002032	4.43975968883675	chr1:173491280-173491315..SYMBOL	NA
Ifi213	119	119	3267	47.4718579348412	2.00732300293352	chr1:173599247-173599305..SYMBOL	NA
Ifi208	120	120	3271	101.380937614999	3.87609556249041	chr1:173673637-173673705..SYMBOL	NA
Mndal	121	121	3276	79.4021679347309	6.48224461529143	chr1:173880130-173880172..SYMBOL	NA
Ifi203	122	122	3280	133.84980973639	5.90737993362881	chr1:173942433-173942512..SYMBOL	NA
Sdccag8	123	123	3293	211.196568632952	72.2166736287591	chr1:176814855-176814935..SYMBOL	NA
Adss	124	124	3316	189.237821140554	55.8917565007788	chr1:177796428-177796509..SYMBOL	NA
Cox20	125	125	3324	52.2659113648881	41.8673598270171	chr1:178318818-178318884..SYMBOL	NA
Hnrnpu	126	126	3326	1331.11497212832	34.0230763525518	chr1:178337372-178337839..SYMBOL	NA
Smyd3	127	127	3343	40.8786135629913	14.0512473132753	chr1:179517983-179518047..SYMBOL	NA
Ahctf1	128	128	3350	7.70172138130367	40.4564226608147	chr1:179803870-179803870..SYMBOL	NA
NA	129	129	3377	94.5122448325938	20.8701412043469	chr1:180364291-180364473..SYMBOL	NA
Parp1	130	130	3403	118.857177811129	12.4441897574728	chr1:180568891-180569061..SYMBOL	NA
Acbd3	131	131	3407	533.475593990381	21.5115559476704	chr1:180726011-180726107..SYMBOL	NA
H3f3a	132	132	3416	39.9822731827312	47.1325463927546	chr1:180813498-180813600..SYMBOL	NA
Sde2	133	133	3421	185.515422841818	39.3054309033018	chr1:180851080-180851206..SYMBOL	NA
Pycr2	134	134	3428	4.56408540947222	19.4255871127132	chr1:180904293-180904293..SYMBOL	NA
Tmem63a	135	135	3434	20.7417742939509	20.0491556304257	chr1:180942440-180942509..SYMBOL	NA
Nvl	136	136	3441	163.291883650726	13.0313884598205	chr1:181144118-181144197..SYMBOL	NA
Srp9	137	137	3487	51.8821496474144	43.7223915969519	chr1:182124779-182124848..SYMBOL	NA
Degs1	138	138	3496	45.4698292877327	13.0693603837503	chr1:182282733-182282804..SYMBOL	NA
Trp53bp2	139	139	3504	21.8841181969457	30.6029779385711	chr1:182409166-182409185..SYMBOL	NA
Capn2	140	140	3510	28.1294606375384	20.4321240197591	chr1:182517474-182517601..SYMBOL	NA
Mia3	141	141	3525	229.709905612926	31.0382152842835	chr1:183345344-183345474..SYMBOL	NA
Mia3	142	142	3528	101.826260804872	27.2009482587341	chr1:183369534-183369558..SYMBOL	NA
Taf1a	143	143	3529	82.9616690669524	10.73591613553	chr1:183388975-183389035..SYMBOL	NA
Marc2	144	144	3558	18.3382655510664	33.7022128823102	chr1:184845824-184845892..SYMBOL	NA
Rab3gap2	145	145	3573	18.308133365976	25.3935308646153	chr1:185204131-185204173..SYMBOL	NA
Bpnt1	146	146	3580	15.4657874412757	10.6394211324998	chr1:185332168-185332188..SYMBOL	NA
Rrp15	147	147	3591	75.243077892885	6.23773963578956	chr1:186749316-186749338..SYMBOL	NA
Gpatch2	148	148	3592	15.7824290285189	6.44664544132744	chr1:187215508-187215538..SYMBOL	NA
Angel2	149	149	3628	37.0957835726443	26.6145280723386	chr1:190928519-190928615..SYMBOL	NA
Ints7	150	150	3672	70.717121279965	46.7529676015359	chr1:191575727-191575786..SYMBOL	NA
Traf5	151	151	3704	34.1044037405037	35.0059146659784	chr1:192092500-192092592..SYMBOL	NA
Utp25	152	152	3735	49.2632864355738	7.92652311453384	chr1:193130115-193130250..SYMBOL	NA
Traf3ip3	153	153	3741	208.990600518164	56.0234590950206	chr1:193201424-193201603..SYMBOL	NA
Hsd11b1	154	154	3748	61.4027796808965	21.5252204469437	chr1:193263950-193264056..SYMBOL	NA
Cr1l	155	155	3781	39.0586852674275	20.45917347235	chr1:195131314-195131385..SYMBOL	NA
Cr1l	156	156	3781	31.0614231326389	20.45917347235	chr1:195131511-195131589..SYMBOL	NA
Mcm3	157	157	147	45.2066371461304	22.1099554317906	chr1:20820225-20820318..SYMBOL	NA
Gm4956	158	158	168	13.4466148841972	0.435951433214855	chr1:21291532-21291562..SYMBOL	NA
Khdc1a	159	159	56832	19.4142483471367	2.63911285883149	chr1:21349564-21349641..SYMBOL	NA
Khdc1a	160	160	178	72.0418509044194	5.20463770409269	chr1:21350348-21350464..SYMBOL	NA
Smap1	161	161	215	8.74032642126584	10.3703977158315	chr1:23922264-23922269..SYMBOL	NA
Lmbrd1	162	162	226	37.4347761931615	45.7704519313642	chr1:24678732-24678747..SYMBOL	NA
Lmbrd1	163	163	226	6.14997340746942	45.7704519313642	chr1:24679130-24679130..SYMBOL	NA
Prim2	164	164	249	29.3125678827638	13.6458890515555	chr1:33669750-33669792..SYMBOL	NA
Zfp451	165	165	255	48.1034607728221	14.4233924253695	chr1:33814424-33814566..SYMBOL	NA
Arhgef4	166	166	281	5.84240241982837	19.7191669717874	chr1:34801741-34801741..SYMBOL	NA
Uggt1	167	167	308	97.5380313716911	16.6912255654145	chr1:36244251-36244315..SYMBOL	NA
Neurl3	168	168	314	16.1248800567932	50.5835390879563	chr1:36272610-36272645..SYMBOL	NA
Neurl3	169	169	314	48.7126572585321	50.5835390879563	chr1:36273389-36273572..SYMBOL	NA
Arid5a	170	170	322	40.3783320944481	45.908139626278	chr1:36307754-36307758..SYMBOL	NA
Kansl3	171	171	328	17.7804557679784	10.9285129878416	chr1:36369127-36369174..SYMBOL	NA
Cox5b	172	172	347	38.1424947256358	21.2162332543207	chr1:36691538-36691580..SYMBOL	NA
Actr1b	173	173	348	41.4449311938677	32.3184041517793	chr1:36709919-36709975..SYMBOL	NA
Zap70	174	174	356	45.8912223285303	17.6704445871712	chr1:36761799-36761922..SYMBOL	NA
Tmem131	175	175	361	66.8040991363	8.68085350231681	chr1:36797753-36797885..SYMBOL	NA
Coa5	176	176	404	16.3054984106539	34.8257326121628	chr1:37430013-37430035..SYMBOL	NA
Mgat4a	177	177	411	55.8108692048233	8.55987517019708	chr1:37496062-37496180..SYMBOL	NA
Tsga10	178	178	430	27.5538022863329	65.0846965996473	chr1:37865047-37865084..SYMBOL	NA
Mitd1	179	179	432	49.6959067174256	11.9643034809701	chr1:37890353-37890413..SYMBOL	NA
Txndc9	180	180	433	11.1829146579243	62.7193420576811	chr1:37996925-37996968..SYMBOL	NA
Txndc9	181	181	433	65.2741591374958	62.7193420576811	chr1:37997172-37997254..SYMBOL	NA
Eif5b	182	182	433	235.465391898671	62.7193420576811	chr1:37998082-37998160..SYMBOL	NA
Il1rl2	183	183	526	20.9226393281109	3.38483948783865	chr1:40324527-40324611..SYMBOL	NA
Il18r1	184	184	537	426.378003608485	9.35136142133672	chr1:40465601-40465859..SYMBOL	NA
Il18r1	185	185	537	224.514309999309	9.35136142133672	chr1:40466124-40466343..SYMBOL	NA
Il18rap	186	186	547	133.564795620403	11.8893556336875	chr1:40515318-40515453..SYMBOL	NA
Il18rap	187	187	547	598.259655774108	11.8893556336875	chr1:40515702-40515772..SYMBOL	NA
Mrps9	188	188	563	15.9036793141746	16.7974267485061	chr1:42851265-42851283..SYMBOL	NA
Tpp2	189	189	624	44.6090079626244	63.0402938944131	chr1:43934000-43934056..SYMBOL	NA
Ercc5	190	190	632	23.9710590260808	13.0868104052636	chr1:44147896-44147957..SYMBOL	NA
Wdr75	191	191	635	20.9431153842696	27.3265184746277	chr1:45795501-45795527..SYMBOL	NA
Mrpl15	192	192	8	23.0638874809374	10.9644040550641	chr1:4785687-4785739..SYMBOL	NA
Tcea1	193	193	12	37.587489871342	25.873943659842	chr1:4857770-4857812..SYMBOL	NA
Atp6v1h	194	194	13	5.38657901157821	16.8147494840168	chr1:5083084-5083129..SYMBOL	NA
Nabp1	195	195	653	42.4286860881762	51.036497788817	chr1:51478395-51478419..SYMBOL	NA
Stat4	196	196	676	19.2541557386715	26.2431126896375	chr1:52008214-52008246..SYMBOL	NA
Stat4	197	197	676	410.063027250065	26.2431126896375	chr1:52008523-52008716..SYMBOL	NA
Stat4	198	198	678	10.6926981323195	6.09715184993334	chr1:52011510-52011568..SYMBOL	NA
Stat1	199	199	695	440.238132558983	17.7264174817577	chr1:52119439-52119568..SYMBOL	NA
Inpp1	200	200	750	39.9772932257588	17.2401760474959	chr1:52799498-52799556..SYMBOL	NA
Inpp1	201	201	751	75.5041621112333	10.9041054313787	chr1:52800387-52800532..SYMBOL	NA
Stk17b	202	202	764	108.958767221867	7.62493742062808	chr1:53773957-53774219..SYMBOL	NA
Stk17b	203	203	766	69.3936392855046	46.4106529074889	chr1:53785154-53785224..SYMBOL	NA
Ankrd44	204	204	824	63.7449364455064	26.7217619189013	chr1:54926299-54926388..SYMBOL	NA
Sf3b1	205	205	829	534.621308294271	26.0643588944552	chr1:55027373-55027514..SYMBOL	NA
Sf3b1	206	206	829	19.5521663401782	26.0643588944552	chr1:55027595-55027619..SYMBOL	NA
Hspd1	207	207	840	102.701271360695	59.3520472236771	chr1:55087815-55087880..SYMBOL	NA
Hspd1	208	208	840	170.149594803892	59.3520472236771	chr1:55088006-55088097..SYMBOL	NA
Hspe1	209	209	840	135.407187362758	59.3520472236771	chr1:55088275-55088377..SYMBOL	NA
Maip1	210	210	858	10.3243873113182	6.89203119337791	chr1:57406753-57406763..SYMBOL	NA
Bzw1	211	211	866	239.988312776053	34.8721184676474	chr1:58393125-58393181..SYMBOL	NA
Clk1	212	212	874	578.940368525513	32.3547491587279	chr1:58423920-58424072..SYMBOL	NA
Casp8	213	213	893	61.7993799428516	10.6563842781961	chr1:58795374-58795500..SYMBOL	NA
Sumo1	214	214	919	57.2071477090905	21.7363090677204	chr1:59670781-59670828..SYMBOL	NA
Nop58	215	215	920	291.366795946408	17.8586069735516	chr1:59684952-59685045..SYMBOL	NA
Wdr12	216	216	930	9.12417307507181	32.4770933133245	chr1:60097901-60097901..SYMBOL	NA
Rb1cc1	217	217	14	19.8432428979846	39.3750841439185	chr1:6214650-6214664..SYMBOL	NA
Ndufs1	218	218	1004	38.0066203452421	23.1402926037732	chr1:63176644-63176701..SYMBOL	NA
Eef1b2	219	219	1004	67.5847569437079	23.1402926037732	chr1:63177100-63177257..SYMBOL	NA
Aamp	220	220	1152	450.654211395126	70.3484660320639	chr1:74284645-74284716..SYMBOL	NA
Usp37	221	221	1168	16.0102746410387	41.532203147272	chr1:74505803-74505835..SYMBOL	NA
Rnf25	222	222	1173	19.5883654132241	6.16197168635223	chr1:74601338-74601385..SYMBOL	NA
Cnppd1	223	223	1189	56.1388187700933	37.4544886519941	chr1:75141578-75141652..SYMBOL	NA
Dock10	224	224	1276	30.799583488972	18.7902461387429	chr1:80665258-80665346..SYMBOL	NA
Dock10	225	225	1291	43.743077792517	20.3551079530484	chr1:80758487-80758546..SYMBOL	NA
Sp100	226	228	1319	704.235297215987	6.80357645556854	chr1:85649974-85650080..SYMBOL	NA
Cab39	227	229	1334	27.1091709742623	22.2412808831932	chr1:85793425-85793478..SYMBOL	NA
Itm2c	228	230	1342	18.5795539991911	5.85161387384017	chr1:85894527-85894605..SYMBOL	NA
2810459M11Rik	229	231	1360	14.6429816134518	3.57691571489286	chr1:86048458-86048471..SYMBOL	NA
Psmd1	230	232	1362	140.269658336452	11.7282264316584	chr1:86064628-86064733..SYMBOL	NA
NA	231	233	1381	23.9391529893911	9.9773767469236	chr1:86301393-86301402..SYMBOL	NA
Ncl	232	234	1388	3488.69844892044	95.3338002666936	chr1:86359215-86359525..SYMBOL	NA
Ptma	233	235	1409	2718.35256238059	99.6465073254172	chr1:86526693-86526857..SYMBOL	NA
Pde6d	234	236	1412	14.8926621226575	38.0313393685697	chr1:86582525-86582538..SYMBOL	NA
Cops7b	235	237	1413	19.6416196625165	2.16634205849685	chr1:86587114-86587154..SYMBOL	NA
Eif4e2	236	238	1425	52.9497375513024	18.9486554979187	chr1:87213918-87213982..SYMBOL	NA
Eif4e2	237	239	1425	50.7110712187153	18.9486554979187	chr1:87214303-87214382..SYMBOL	NA
Gigyf2	238	240	1430	22.8891729286352	24.8396607566741	chr1:87326996-87327043..SYMBOL	NA
Inpp5d	239	241	1437	98.8330443199088	42.0343021690935	chr1:87620334-87620413..SYMBOL	NA
Atg16l1	240	242	1453	34.8180692201648	23.5054682911804	chr1:87756011-87756078..SYMBOL	NA
Ugt1a7c	241	243	1485	19.7060856476469	4.79348844553878	chr1:88095075-88095100..SYMBOL	NA
Arl4c	242	245	1529	45.2186936562458	50.0602876047306	chr1:88701663-88701741..SYMBOL	NA
Arl4c	243	246	1529	61.2093507844482	50.0602876047306	chr1:88702122-88702175..SYMBOL	NA
Lrrfip1	244	247	1567	904.416363507084	95.0656395341645	chr1:91053428-91053515..SYMBOL	NA
Lrrfip1	245	248	1570	42.0649708078645	7.27951732361581	chr1:91057716-91057785..SYMBOL	NA
Scly	246	249	1599	25.2669152220165	49.03473151611	chr1:91298346-91298386..SYMBOL	NA
Ilkap	247	250	1606	33.906636138416	17.2127136352387	chr1:91398743-91398830..SYMBOL	NA
Hes6	248	251	1608	22.6885805039082	55.2141713178663	chr1:91413194-91413222..SYMBOL	NA
Traf3ip1	249	252	1613	123.520091365547	12.2808189660004	chr1:91494637-91494727..SYMBOL	NA
Ndufa10	250	253	1646	56.1779224230187	13.0651758077684	chr1:92473746-92473783..SYMBOL	NA
Mterf4	251	254	1677	10.5451998524464	4.41042633809587	chr1:93305860-93305878..SYMBOL	NA
Ppp1r7	252	255	1678	87.8474058853911	52.0385951156358	chr1:93343623-93343653..SYMBOL	NA
Hdlbp	253	256	1682	111.825162648853	22.3397263441982	chr1:93445629-93445714..SYMBOL	NA
Ing5	254	257	1694	118.056485757583	48.9418710525959	chr1:93803946-93803994..SYMBOL	NA
Rrs1	255	258	29	54.5768795252421	38.879473988657	chr1:9545399-9545526..SYMBOL	NA
St8sia4	256	259	1718	85.6856200689671	49.5306297293558	chr1:95667456-95667590..SYMBOL	NA
Gin1	257	260	1732	69.5935694057062	29.6291829484063	chr1:97769926-97770077..SYMBOL	NA
Gin1	258	261	1732	40.7921275026736	29.6291829484063	chr1:97770169-97770231..SYMBOL	NA
Ccdc59	259	262	6396	161.205252285745	26.1497554030231	chr10:105841446-105841494..SYMBOL	NA
Ppp1r12a	260	263	6409	41.1720156101062	48.7663217414569	chr10:108162151-108162197..SYMBOL	NA
Shprh	261	264	3962	36.1837590741331	39.855998543271	chr10:11149463-11149510..SYMBOL	NA
Phlda1	262	265	6461	30.9047339215298	26.9452443547901	chr10:111506548-111506569..SYMBOL	NA
Krr1	263	266	6471	92.9385301401799	25.8775793603195	chr10:111972730-111972857..SYMBOL	NA
Glipr1	264	267	6473	25.3862131352244	23.3074091272528	chr10:111997174-111997272..SYMBOL	NA
Fbxo30	265	268	3963	50.2679036585281	51.1362415316407	chr10:11281308-11281377..SYMBOL	NA
Atxn7l3b	266	269	6479	146.270540225002	12.7043614323544	chr10:112928963-112929018..SYMBOL	NA
Cct2	267	270	6516	105.881811732823	21.4522323122115	chr10:117063338-117063374..SYMBOL	NA
Cct2	268	271	6516	37.8085477485374	21.4522323122115	chr10:117063724-117063812..SYMBOL	NA
Yeats4	269	272	6533	19.1918611329702	20.9623097257962	chr10:117224468-117224494..SYMBOL	NA
Cpsf6	270	273	6535	67.6405556100042	25.5421950919339	chr10:117376885-117376973..SYMBOL	NA
Mdm2	271	274	6553	46.9663254616602	31.8948261665729	chr10:117710680-117710749..SYMBOL	NA
Rap1b	272	275	6568	5.17424864655812	33.9378165176466	chr10:117845984-117845984..SYMBOL	NA
NA	273	276	6610	9.17447440125466	36.7273756185243	chr10:118103551-118103569..SYMBOL	NA
Ifng	274	277	6625	112.847556830993	22.0052210151131	chr10:118441009-118441110..SYMBOL	NA
Dyrk2	275	278	6671	39.6007306565596	61.5321909976997	chr10:118869786-118869835..SYMBOL	NA
Helb	276	279	6694	48.7236968636969	37.1708215234363	chr10:120112878-120112965..SYMBOL	NA
