chr	start	end	tpm	pct	strand	cap.B6_Ly49Dn_mRNA	cap.B6_Ly49Dn_terminator	cap.B6_Ly49Dp_mRNA	cap.B6_Ly49Dp_terminator	max	min
chr1	133009107	133009107	5.56726911284263	0.0839079504860015	-	0	0	0	0	0	0
chr1	133025336	133025386	636.085869031528	0.940516740051508	-	0.769961977186312	0.807785888077859	0.728353140916808	0.806122448979592	0.807785888077859	0.728353140916808
chr1	133131277	133131360	37.8074615473459	0.485253800780926	+	1	0.888888888888889	1	0.8	1	0.8
chr1	133610246	133610265	47.5534731247369	0.539253966935283	-	1	0.933333333333333	1	0.885714285714286	1	0.885714285714286
chr1	133647371	133647457	24.596761537462	0.391791974744538	-	0	0	0	0	0	0
chr1	133659984	133660034	12.2489636287153	0.254797707069868	-	0	0	0	0	0	0
chr1	133661317	133661405	210.309722617909	0.836254880784249	-	0.908212560386473	0.912087912087912	0.913207547169811	0.92156862745098	0.92156862745098	0.908212560386473
chr1	133689821	133690133	488.249086879622	0.923735149954307	-	0.75	0.749326145552561	0.770562770562771	0.698884758364312	0.770562770562771	0.698884758364312
chr1	133735199	133735199	5.56726911284263	0.0839079504860015	-	0	0	0	0	0	0
chr1	134075642	134075694	55.1857092145366	0.57564177120545	-	0	0	0	0.0229885057471264	0.0229885057471264	0
chr1	134075764	134075832	9.79231818087227	0.218659134335798	-	0	0	0	0	0	0
chr1	134075950	134076263	137.460047818527	0.77062390961203	-	0.444444444444444	0.0150375939849624	0	0.0100502512562814	0.444444444444444	0
chr1	134076537	134076665	30.5237047674688	0.436238265348509	-	0	0.0441176470588235	0	0	0.0441176470588235	0
chr1	134076763	134076763	8.73024181196212	0.203206779097782	-	0	0	0	0	0	0
chr1	134079116	134079121	1032.08089334367	0.964941430589017	-	0.872416891284816	0.820224719101124	0.802966101694915	0.804347826086957	0.872416891284816	0.802966101694915
chr1	134082945	134083013	138.248561296087	0.771953144471214	-	0	0.86864406779661	0	0.840490797546012	0.86864406779661	0
chr1	134083201	134083201	19.5089002747682	0.344437982886101	-	0	0.818181818181818	0	0.740740740740741	0.818181818181818	0
chr1	134083451	134083451	16.9806691022703	0.316357896485835	+	0	0.958333333333333	0	1	1	0
chr1	134093284	134093295	17.2116829797072	0.319431752097699	+	0	1	0	0.818181818181818	1	0
chr1	134099142	134099157	16.4933905598747	0.311124034227798	-	0	0.916666666666667	0	0.92	0.92	0
chr1	134361938	134362020	105.120372787515	0.721940682894409	-	0.795698924731183	0.872340425531915	0.945454545454545	0.944444444444444	0.945454545454545	0.795698924731183
chr1	134415469	134415492	192.282414655062	0.824042535515494	+	0.964285714285714	0.935483870967742	0.963730569948187	0.935897435897436	0.964285714285714	0.935483870967742
chr1	134423003	134423003	5.26183791689814	0.0376755005400017	+	0	0	0	0	0	0
chr1	134455531	134455538	33.8594994895132	0.459333721026834	+	0.688888888888889	0.928571428571429	0.55	1	1	0.55
chr1	134560165	134560223	132.33977438548	0.764974661460497	+	0.67948717948718	0.934782608695652	0.950819672131147	0.941176470588235	0.950819672131147	0.67948717948718
chr1	134955917	134955931	85.6597038992079	0.679986707651408	-	0.714285714285714	0.782608695652174	0.853658536585366	0.804347826086957	0.853658536585366	0.714285714285714
chr1	134962587	134962596	13.7182571041136	0.276065464816815	+	1	0.7	1	0.857142857142857	1	0.7
chr1	135132628	135132736	228.703714469398	0.848384148874304	+	0.868055555555556	0.876923076923077	0.888888888888889	0.776470588235294	0.888888888888889	0.776470588235294
chr1	135133235	135133320	71.1826408508103	0.637201960621417	+	0.652631578947368	0.53125	0.86046511627907	0.607142857142857	0.86046511627907	0.53125
chr1	135143181	135143181	51.6897949951512	0.559109412644347	+	0	0	0	0	0	0
chr1	135143585	135143720	31.2049290818946	0.441305973249148	+	0	0	0	0	0	0
chr1	135144137	135144210	18.5357959969967	0.33363794965523	+	0	0	0	0	0	0
chr1	135146799	135146820	19.9118187352911	0.348508764642353	+	0.65625	0.571428571428571	0.731707317073171	0.833333333333333	0.833333333333333	0.571428571428571
chr1	135232045	135232048	23.0310508189662	0.378084240259201	+	1	0.909090909090909	0.85	0.916666666666667	1	0.85
chr1	135284043	135284081	10.8751075777091	0.2352745700756	-	0.714285714285714	0.909090909090909	1	1	1	0.714285714285714
chr1	135313728	135313738	194.275244659453	0.82520561601728	-	0.745454545454545	0.846994535519126	0.921259842519685	0.901840490797546	0.921259842519685	0.745454545454545
chr1	135383367	135383367	5.03225576671338	0.0136661958959874	-	0	0	0	0	0	0
chr1	135430438	135430504	80.8587601805423	0.666943590595663	-	0.387755102040816	0.446428571428571	0.606382978723404	0.531914893617021	0.606382978723404	0.387755102040816
chr1	135659588	135659618	19.2235853954973	0.341530281631636	-	1	0.842105263157895	0	0.842105263157895	1	0
chr1	13569955	13569955	5.56726911284263	0.0839079504860015	-	0	0	0	0	0	0
chr1	13589804	13589881	398.743776604222	0.907368945750602	-	0.80058651026393	0.896694214876033	0.815934065934066	0.86328125	0.896694214876033	0.80058651026393
chr1	136018008	136018037	399.655330128755	0.907701254465398	+	0.866795366795367	0.941908713692946	0.922297297297297	0.910828025477707	0.941908713692946	0.866795366795367
chr1	136131390	136131489	212.55880727409	0.838497964609122	+	0.837078651685393	0.818181818181818	0.803030303030303	0.784615384615385	0.837078651685393	0.784615384615385
chr1	136149271	136149454	62.5506164177792	0.605964941430589	+	0	0	0	0	0	0
chr1	136176999	136176999	5.87248233091911	0.114937276730082	+	0	0	0	0	0	0
chr1	13660482	13660549	225.806551726499	0.846556450942926	-	0.857954545454545	0.915492957746479	0.785185185185185	0.939189189189189	0.939189189189189	0.785185185185185
chr1	138068382	138068415	22.991939821885	0.377502700008308	-	0	0	0	0	0	0
chr1	138071155	138071264	72.6223967558895	0.643515826202542	-	0	0	0	0.0434782608695652	0.0434782608695652	0
chr1	138072269	138072390	109.01976406941	0.729334551798621	-	0	0	0	0.0181818181818182	0.0181818181818182	0
chr1	138073613	138073691	133.679659705552	0.766303896319681	-	0	0.015625	0	0	0.015625	0
chr1	138078448	138078588	169.183535685547	0.805931710559109	-	0.00843881856540084	0.0273972602739726	0	0.0169491525423729	0.0273972602739726	0
chr1	138080137	138080260	423.633435454094	0.913101271080834	-	0.0294695481335953	0.031055900621118	0.001953125	0.0136986301369863	0.031055900621118	0.001953125
chr1	138080844	138080988	266.270212919488	0.866328819473291	-	0.0305810397553517	0	0	0	0.0305810397553517	0
chr1	138082641	138082756	310.420992659838	0.883110409570491	-	0.0614973262032086	0.0350877192982456	0.00436681222707424	0.0481927710843374	0.0614973262032086	0.00436681222707424
chr1	138083537	138083660	326.356251247806	0.888925812079422	-	0	0.0108695652173913	0.00656455142231947	0.0232558139534884	0.0232558139534884	0
chr1	138083750	138083778	30.9415793503444	0.439644429675168	-	0	0	0	0	0	0
chr1	138088508	138088579	72.0336978350896	0.640275816233281	-	0.0101010101010101	0	0	0	0.0101010101010101	0
chr1	138088671	138088671	8.55342323263052	0.199675999003074	+	0	0	0	0	0	0
chr1	138088674	138088756	72.1435718870529	0.641106588020271	-	0	0	0	0	0	0
chr1	138089507	138089665	162.710027173221	0.799700922156684	-	0	0.0344827586206897	0.0357142857142857	0	0.0357142857142857	0
chr1	138092200	138092228	83.6220957217758	0.674337459499875	-	0	0	0	0.0344827586206897	0.0344827586206897	0
chr1	138092899	138093000	124.182052389466	0.754174628229625	-	0	0.04	0	0	0.04	0
chr1	138094247	138094298	204.770907581508	0.832599484921492	-	0.0405405405405405	0	0.0358306188925081	0.027027027027027	0.0405405405405405	0
chr1	138099497	138099691	306.016454460912	0.881781174711307	-	0.00273972602739726	0.0425531914893617	0	0	0.0425531914893617	0
chr1	138101057	138101194	157.23042054312	0.793553210932957	-	0.0769230769230769	0.0731707317073171	0	0.0363636363636364	0.0769230769230769	0
chr1	138107777	138107895	116.50972976246	0.741713051424774	-	0.133333333333333	0	0	0.0263157894736842	0.133333333333333	0
chr1	138111156	138111276	62.4471686336757	0.605632632715793	-	0	0	0.0234375	0	0.0234375	0
chr1	138112195	138112331	160.503112275052	0.797540915510509	-	0	0	0.0991735537190083	0	0.0991735537190083	0
chr1	138113573	138113768	190.896400799552	0.823377918085902	-	0.040133779264214	0.0845070422535211	0.0339622641509434	0.0491803278688525	0.0845070422535211	0.0339622641509434
chr1	138115632	138115657	10.4794059243274	0.229791476281465	-	0	0	0	0	0	0
chr1	138117154	138117228	13.3293553334915	0.270291600897234	-	0.418604651162791	0	0	0	0.418604651162791	0
chr1	138118072	138118073	7.75874171223217	0.183683642103514	-	0	0	0	0	0	0
chr1	138124949	138124997	7.76208622064883	0.184389798122456	-	0	0	0	0	0	0
chr1	138136461	138136546	267.287760408938	0.866661128188087	-	0.615384615384615	0.767543859649123	0	0.820422535211268	0.820422535211268	0
chr1	138150301	138150348	8.43298088843444	0.198969842984132	-	0	0	0	0	0	0
chr1	138153518	138153518	5.03003787226332	0.00311539420121293	-	0	0	0	0	0	0
chr1	138157225	138157272	38.7802850952605	0.491235357647254	+	0	0.923076923076923	0	0.840909090909091	0.923076923076923	0
chr1	138164855	138164869	9.53728862244516	0.214920661294342	-	0	0	0	0	0	0
chr1	138175169	138175340	3078.33953267131	0.990944587521808	-	0.901899961225281	0.913092550790068	0.911047928513404	0.898512685914261	0.913092550790068	0.898512685914261
chr1	138175639	138175807	129.775635412584	0.761651574312536	-	0.813953488372093	0.768421052631579	0.833333333333333	0.766990291262136	0.833333333333333	0.766990291262136
chr1	138175913	138175948	47.3085887095048	0.538007809254798	-	1	0.804347826086957	1	0.6	1	0.6
chr1	138180370	138180380	55.7657764615563	0.57813408656642	+	0	0.916666666666667	1	0.962264150943396	1	0
chr1	138192227	138192227	5.98296291415931	0.124158843565673	-	0	0.8125	0	1	1	0
chr1	138304164	138304287	37.7913944712287	0.485004569244828	-	0	0.82089552238806	0	0.919354838709677	0.919354838709677	0
chr1	138619724	138619755	30.5063832038386	0.435822879455014	-	0.555555555555556	0.590909090909091	0.84375	0.454545454545455	0.84375	0.454545454545455
chr1	138678224	138678224	5.98296291415931	0.124158843565673	+	0	0	0	0	0	0
chr1	138963735	138963775	53.1477243885087	0.565921741297665	+	0.852941176470588	0.78	0.836065573770492	0.763157894736842	0.852941176470588	0.763157894736842
chr1	139422188	139422380	322.224432336383	0.887347345684141	+	0.816053511705686	0.786046511627907	0.805970149253731	0.811059907834101	0.816053511705686	0.786046511627907
chr1	139423531	139423531	6.1774891981139	0.135000415385893	+	0	0	0	0	0	0
chr1	14309862	14309877	16.9766708952243	0.316274819307136	-	0	1	1	1	1	0
chr1	143601986	143601986	5.35541996413883	0.0649663537426269	-	0	0	0	0	0	0
chr1	143665256	143665259	22.6015991191922	0.37393038132425	-	0	0.0357142857142857	0	0	0.0357142857142857	0
chr1	143702643	143702643	7.51504614556735	0.178740549970923	-	0	1	1	1	1	0
chr1	143739001	143739032	43.1720132022233	0.515660048184764	+	1	0.819277108433735	0	0.676470588235294	1	0
chr1	143777276	143777339	159.355060377541	0.796045526293927	+	0.849162011173184	0.785046728971963	0.893805309734513	0.670454545454545	0.893805309734513	0.670454545454545
chr1	143998362	143998362	5.26183791689814	0.0376755005400017	-	0	0	0	0	0	0
chr1	143998437	143998440	8.68100969062445	0.201005233862258	-	0	0	0	0	0	0
chr1	144002621	144002621	5.26183791689814	0.0376755005400017	-	0	0	0	0	0	0
chr1	144004122	144004149	99.1383027555152	0.711306804020935	-	0.936170212765957	0.908045977011494	0.927710843373494	0.91304347826087	0.936170212765957	0.908045977011494
chr1	144004382	144004401	167.618484072146	0.804934784414721	+	1	0.866906474820144	1	0.873096446700508	1	0.866906474820144
chr1	144004456	144004459	10.0701878291422	0.223602226468389	+	0	1	0	1	1	0
chr1	144200561	144200569	108.558364780151	0.728171471296835	-	1	0.965909090909091	0	0.955223880597015	1	0
chr1	144245252	144245320	69.4475461016583	0.630888095040292	-	0.214285714285714	0.00813008130081301	0.0869565217391304	0.028169014084507	0.214285714285714	0.00813008130081301
chr1	144249042	144249106	1641.53081879197	0.978649165074354	-	0.783132530120482	0.824340527577938	0.802845528455285	0.810096153846154	0.824340527577938	0.783132530120482
chr1	144307193	144307193	12.1903073149766	0.254216166818975	-	0	0.882352941176471	0	0.923076923076923	0.923076923076923	0
chr1	144775427	144775448	37.1026722454952	0.480767633131179	-	1	0.944444444444444	1	0.961538461538462	1	0.944444444444444
chr1	150392711	150392750	121.193275430297	0.749522306222481	-	1	0.872093023255814	0.961904761904762	0.895348837209302	1	0.872093023255814
chr1	150392801	150392843	65.8148932899501	0.619091135665033	+	0.666666666666667	0.839285714285714	0.754385964912281	1	1	0.666666666666667
chr1	150393260	150393420	2784.23129638825	0.989532275483925	+	0.742545149097018	0.72633212622866	0.770718232044199	0.755978260869565	0.770718232044199	0.72633212622866
chr1	150393493	150393502	20.0368282281732	0.349671845144139	+	0	0.857142857142857	0.7	1	1	0
chr1	150393558	150393649	32.9708835072316	0.453435241339204	+	0.52	0.8	0.555555555555556	0.538461538461538	0.8	0.52
chr1	150402256	150402329	40.4994539082623	0.501536927805932	+	0	0	0	0	0	0
chr1	150403630	150403690	25.1822422681701	0.396942759823876	+	0	0	0	0	0	0
chr1	150403930	150404016	43.6097873491543	0.518401595081831	+	0	0	0	0.125	0.125	0
chr1	150408753	150408824	37.5583063948842	0.483592257206945	+	0	0	0.166666666666667	0	0.166666666666667	0
chr1	150410041	150410132	49.075503434163	0.547478607626485	+	0	0.111111111111111	0	0	0.111111111111111	0
chr1	150412895	150413101	84.663037122664	0.67732823793304	+	0	0	0	0	0	0
chr1	150417402	150417483	38.9207735971887	0.491899975076846	+	0	0	0	0	0	0
chr1	150417951	150418086	65.6345527284899	0.618343441056742	+	0	0.0384615384615385	0.0373134328358209	0	0.0384615384615385	0
chr1	150419867	150419993	40.4111530837321	0.500955387555039	+	0	0	0	0	0	0
chr1	150421651	150421793	69.7804421000086	0.632051175542079	+	0	0	0	0	0	0
chr1	150422528	150422671	99.0920331615129	0.711140649663537	+	0	0	0.0802919708029197	0.0476190476190476	0.0802919708029197	0
chr1	150423506	150423681	73.4163926137254	0.646008141563512	+	0	0	0.0355329949238579	0	0.0355329949238579	0
chr1	150423813	150423944	56.5490182739926	0.581207942178284	+	0	0.142857142857143	0.0135135135135135	0	0.142857142857143	0
chr1	150429450	150429523	17.9573894066575	0.326991775359309	+	0	0	0	0	0	0
chr1	150431167	150431290	34.7164658008469	0.464235274570076	+	0	0	0	0	0	0
chr1	150432411	150432588	63.1560440246998	0.608789565506355	+	0	0	0.0461538461538462	0	0.0461538461538462	0
chr1	150435657	150435889	51.81555420249	0.560023261610036	+	0	0	0.0121951219512195	0	0.0121951219512195	0
chr1	150436751	150436821	35.8814261069172	0.472792223976074	+	0	0	0	0	0	0
chr1	151344501	151344579	256.044731476562	0.861510343108748	+	0.718146718146718	0.659863945578231	0.632183908045977	0.669565217391304	0.718146718146718	0.632183908045977
chr1	151428330	151428469	145.776073519554	0.781174711306804	-	0.85	0.727272727272727	0.782383419689119	0.878378378378378	0.878378378378378	0.727272727272727
chr1	151428627	151428698	104.834198063717	0.721608374179613	+	0.585106382978723	0.555555555555556	0.682539682539683	0.739130434782609	0.739130434782609	0.555555555555556
chr1	151478574	151478615	14.2562037102061	0.28404087397192	-	0.326086956521739	0	0	0	0.326086956521739	0
chr1	151890710	151890710	6.48230017008173	0.150785079338706	-	0	0	0	0	0	0
chr1	152008575	152008575	25.2059932007923	0.397191991359973	+	1	1	0	0.833333333333333	1	0
chr1	152008813	152008833	26.8576942505298	0.410318185594417	+	0	0.934782608695652	0	0.896551724137931	0.934782608695652	0
chr1	152090247	152090327	215.152625450693	0.840408739719199	-	0.923076923076923	0.954732510288066	0.955752212389381	0.964539007092199	0.964539007092199	0.923076923076923
chr1	152386673	152386680	6.49446556685823	0.153942012129268	-	0	1	0	1	1	0
chr1	152437782	152437786	27.8192865702042	0.416881282711639	-	1	0.272727272727273	0	0.25	1	0
chr1	152625125	152625161	48.0360424579162	0.54199551383235	-	0.794117647058823	0.862068965517241	0.909090909090909	0.872727272727273	0.909090909090909	0.794117647058823
chr1	152766625	152766797	874.981714503077	0.9579629475783	+	0.804915514592934	0.823915900131406	0.846153846153846	0.812297734627832	0.846153846153846	0.804915514592934
chr1	152902645	152902665	94.256737358254	0.70166985129185	-	0.679245283018868	0.679012345679012	0.58974358974359	0.640449438202247	0.679245283018868	0.58974358974359
chr1	153457727	153457727	5.35541996413883	0.0649663537426269	-	0	0	0	0	0	0
chr1	153458057	153458085	37.6784957242024	0.484506106172634	-	0	0	0.0740740740740741	0	0.0740740740740741	0
chr1	153458163	153458164	9.37424548700688	0.212677577469469	-	0	0	0	0	0	0
chr1	153458308	153458392	31.5596584111024	0.443549057074022	-	0	0	0	0	0	0
chr1	153459376	153459463	62.0793867225635	0.604137243499211	-	0	0	0	0	0	0
chr1	153459544	153459718	57.1955125703189	0.58403256625405	-	0	0	0	0	0	0
chr1	153460280	153460384	34.3508417905287	0.462407576638697	-	0.0757575757575758	0	0	0	0.0757575757575758	0
chr1	153464629	153464629	7.59958944355572	0.179612860347263	-	0	0	0	0	0	0
chr1	153471772	153471772	7.69976183664458	0.181440558278641	-	0	0	0	0	0	0
chr1	153473152	153473215	24.1241159216452	0.386973498379995	-	0	0.166666666666667	0	0	0.166666666666667	0
chr1	153478886	153478927	17.8107702626173	0.325745617678824	-	0	0	0	0.166666666666667	0.166666666666667	0
chr1	153483800	153483844	13.9924106417756	0.280385478109163	-	0	0	0	0	0	0
chr1	153487597	153487694	377.769541730752	0.901553543241671	-	0.865336658354115	0.896907216494845	0.909512761020882	0.87012987012987	0.909512761020882	0.865336658354115
chr1	153751871	153752042	262.336264526743	0.864418044363213	+	0.930894308943089	0.838709677419355	0.814070351758794	0.840764331210191	0.930894308943089	0.814070351758794
chr1	153899900	153899946	734.968594269179	0.948325994849215	+	0.927760577915377	0.937984496124031	0.933793103448276	0.95166163141994	0.95166163141994	0.927760577915377
chr1	155040162	155040197	13.7147996272469	0.275899310459417	-	0	0.947368421052632	0	0.9375	0.947368421052632	0
chr1	155097988	155097988	62.7060811124257	0.60671263603888	-	0	0.952380952380952	0	0.986666666666667	0.986666666666667	0
chr1	155099539	155099539	6.96126550038622	0.164409736645344	-	0	1	0.761904761904762	1	1	0
chr1	155099632	155099632	109.17829217062	0.729583783334718	-	1	0.977272727272727	1	0.955555555555556	1	0.955555555555556
chr1	155146779	155146813	89.6440947473278	0.691285203954474	-	1	0.953125	0.827586206896552	0.902439024390244	1	0.827586206896552
chr1	155276800	155276800	5.26183791689814	0.0376755005400017	-	0	0	0	0	0	0
chr1	155812839	155812889	43.6239973826479	0.51848467226053	-	0.857142857142857	0.714285714285714	1	0.85	1	0.714285714285714
chr1	155915464	155915485	7.11190654400462	0.170640525047769	-	0	0	0	0	0	0
chr1	156035882	156036084	264.623661469063	0.865830356401097	-	0.74390243902439	0.791946308724832	0.856677524429967	0.793650793650794	0.856677524429967	0.74390243902439
chr1	156036281	156036332	22.4977920501589	0.373348841073357	+	0	0.9375	0	1	1	0
chr1	156474240	156474274	82.4937553555504	0.67142975824541	-	0.821428571428571	0.88659793814433	0.873015873015873	0.868421052631579	0.88659793814433	0.821428571428571
chr1	156524030	156524064	48.7324412348206	0.545567832516408	+	1	0.878787878787879	1	0.933333333333333	1	0.878787878787879
chr1	156615842	156615910	20.4447205250404	0.353991858436488	+	0	1	1	0.928571428571429	1	0
chr1	156674314	156674339	150.877361330161	0.787073190994434	-	0.368686868686869	0.13265306122449	0.246575342465753	0.160919540229885	0.368686868686869	0.13265306122449
chr1	157458582	157458582	16.0681053081839	0.307136329650245	+	1	1	1	1	1	1
