chr	start	end	tpm	pct	strand	cap.B6_Ly49Dn_mRNA	cap.B6_Ly49Dn_terminator	cap.B6_Ly49Dp_mRNA	cap.B6_Ly49Dp_terminator	max	min
chr1	138175171	138175340	2853.51587032336	0.976580310880829	-	0.90221187427241	0.913174782936957	0.910939406262708	0.899122807017544	0.913174782936957	0.899122807017544
chr1	139422209	139422248	133.63309312934	0.623419689119171	+	0.934210526315789	0.92156862745098	0.967741935483871	0.9	0.967741935483871	0.9
chr1	139422353	139422359	49.5995395123835	0.361658031088083	+	1	0.966666666666667	0.966666666666667	0.833333333333333	1	0.833333333333333
chr1	143777292	143777305	95.9839178093515	0.543626943005181	+	0.925233644859813	0.863636363636364	0.91358024691358	0.863636363636364	0.925233644859813	0.863636363636364
chr1	144004145	144004149	88.2471305623455	0.520621761658031	-	0.977777777777778	0.924050632911392	0.972602739726027	0.90625	0.977777777777778	0.90625
chr1	144249055	144249103	1564.67841754428	0.951709844559586	-	0.780104712041885	0.822316555488175	0.798336798336798	0.808906882591093	0.822316555488175	0.780104712041885
chr1	144775427	144775427	23.0411718147538	0.184041450777202	-	1	0.930232558139535	1	0.947368421052632	1	0.930232558139535
chr1	150392727	150392750	91.0915189584096	0.528911917098446	-	1	0.890243902439024	0.961904761904762	0.938271604938272	1	0.890243902439024
chr1	150392801	150392801	35.5443745939315	0.271088082901554	+	0.5	0.878787878787879	0.481481481481481	1	1	0.481481481481481
chr1	150393277	150393402	2470.42622577476	0.973056994818653	+	0.743393009377664	0.726134585289515	0.778001611603546	0.759361233480176	0.778001611603546	0.726134585289515
chr1	150393605	150393605	11.6408655887441	0.0818652849740933	+	1	1	1	1	1	1
chr1	151344505	151344551	154.951738061763	0.653264248704663	+	0.755656108597285	0.656488549618321	0.625531914893617	0.653061224489796	0.755656108597285	0.625531914893617
chr1	151428467	151428467	39.489498497359	0.299689119170984	-	1	0.705882352941177	0.884615384615385	0.863636363636364	1	0.705882352941177
chr1	151428648	151428658	42.6735698238573	0.321243523316062	+	1	0.952380952380952	0.826086956521739	1	1	0.826086956521739
chr1	152090247	152090316	160.571518029896	0.661347150259067	-	0.918367346938776	0.954337899543379	0.945054945054945	0.96875	0.96875	0.918367346938776
chr1	152766625	152766681	749.94981729376	0.898860103626943	+	0.803100775193798	0.839150227617602	0.857391304347826	0.814207650273224	0.857391304347826	0.803100775193798
chr1	152902651	152902656	56.3262209734725	0.395233160621762	-	0.583333333333333	0.627450980392157	0.4	0.56	0.627450980392157	0.4
chr1	153487651	153487663	248.731201742241	0.752538860103627	-	0.91063829787234	0.884615384615385	0.921052631578947	0.884955752212389	0.921052631578947	0.884615384615385
chr1	153751974	153752022	83.1553845890013	0.507564766839378	+	1	0.900990099009901	0.848214285714286	0.867469879518072	1	0.848214285714286
chr1	153899944	153899946	720.818792844145	0.894715025906736	+	0.926160337552743	0.93717277486911	0.932489451476793	0.956656346749226	0.956656346749226	0.926160337552743
chr1	155099632	155099632	109.17829217062	0.574922279792746	-	1	0.977272727272727	1	0.955555555555556	1	0.955555555555556
chr1	155146804	155146813	47.7295568141231	0.352953367875648	-	1	0.96969696969697	0.918032786885246	1	1	0.918032786885246
chr1	156035949	156035960	67.2654647022181	0.449948186528497	-	0.584615384615385	0.758620689655172	0.839080459770115	0.78	0.839080459770115	0.584615384615385
chr1	156474240	156474240	69.087324663715	0.457823834196891	-	0.782608695652174	0.901234567901235	0.771428571428571	0.852459016393443	0.901234567901235	0.771428571428571
chr1	156524061	156524064	35.6837259068288	0.271917098445596	+	1	0.92	1	0.944444444444444	1	0.92
chr1	156674330	156674338	135.797114342885	0.627357512953368	-	0.281609195402299	0.0681818181818182	0.191176470588235	0.1	0.281609195402299	0.0681818181818182
chr1	157458582	157458582	16.0681053081839	0.130051813471503	+	1	1	1	1	1	1
chr1	15805646	15805664	633.16656309797	0.878756476683938	+	0.82967032967033	0.941176470588235	0.958874458874459	0.95531914893617	0.958874458874459	0.82967032967033
chr1	160044380	160044395	93.2184036738489	0.535751295336788	+	0.538461538461538	0.477272727272727	0.272058823529412	0.36231884057971	0.538461538461538	0.272058823529412
chr1	160195257	160195260	390.230518210674	0.820310880829016	+	0.849056603773585	0.758190327613105	0.857142857142857	0.773109243697479	0.857142857142857	0.758190327613105
chr1	160212749	160212875	660.655750334541	0.884766839378238	-	0.631663974151858	0.748587570621469	0.790697674418605	0.755868544600939	0.790697674418605	0.631663974151858
chr1	160307374	160307374	5.03225576671338	0.00362694300518135	-	1	0.818181818181818	1	0.8	1	0.8
chr1	161035164	161035171	446.569723105153	0.838756476683938	+	0.926829268292683	0.984703632887189	0.967741935483871	0.963054187192118	0.984703632887189	0.926829268292683
chr1	16104391	16104403	198.4699074799	0.707357512953368	-	0.973244147157191	0.953488372093023	0.955017301038062	1	1	0.953488372093023
chr1	161070971	161070971	13.1983465050796	0.10300518134715	+	1	0.85	1	0.692307692307692	1	0.692307692307692
chr1	161251166	161251166	34.90115849716	0.266735751295337	-	1	0.666666666666667	1	0.777777777777778	1	0.666666666666667
chr1	161728800	161728800	34.2630144042548	0.262176165803109	+	0.666666666666667	0.952380952380952	1	0.736842105263158	1	0.666666666666667
chr1	161728895	161728900	67.4701751080743	0.450984455958549	+	0.976744186046512	0.886792452830189	0.928571428571429	0.907407407407407	0.976744186046512	0.886792452830189
chr1	161774789	161774843	64.5984423943144	0.438341968911917	-	0.613496932515337	0.707865168539326	0.798165137614679	0.838709677419355	0.838709677419355	0.613496932515337
chr1	161788369	161788369	102.989640242282	0.560621761658031	-	0.925925925925926	0.991150442477876	1	0.973684210526316	1	0.925925925925926
chr1	161788450	161788494	1032.67632667014	0.923937823834197	-	0.872458410351202	0.902417962003454	0.920552677029361	0.906765676567657	0.920552677029361	0.872458410351202
chr1	161876616	161876668	193.02613465078	0.702176165803109	-	0.675	0.789473684210526	0.759124087591241	0.751412429378531	0.789473684210526	0.675
chr1	162740485	162740552	197.136781179927	0.706321243523316	-	0.754601226993865	0.779761904761905	0.766497461928934	0.746666666666667	0.779761904761905	0.746666666666667
chr1	163403672	163403672	20.3261602400052	0.164974093264249	-	1	1	0.923076923076923	1	1	0.923076923076923
chr1	164061999	164062159	1844.34605519808	0.961036269430052	+	0.897030651340996	0.900414937759336	0.867949865711728	0.88404360753221	0.900414937759336	0.867949865711728
chr1	164275580	164275613	175.567836105216	0.680829015544041	+	0.891129032258065	0.920634920634921	0.953367875647668	0.947368421052632	0.953367875647668	0.891129032258065
chr1	164307261	164307280	82.7288521186054	0.506113989637306	-	0.922222222222222	0.947916666666667	0.986111111111111	0.923076923076923	0.986111111111111	0.922222222222222
chr1	164307487	164307487	19.2251118822058	0.156476683937824	-	1	0.91304347826087	0.866666666666667	1	1	0.866666666666667
chr1	164457960	164458007	1386.54293248897	0.942590673575129	-	0.795900939368061	0.808035714285714	0.765290519877676	0.805416248746239	0.808035714285714	0.765290519877676
chr1	164935525	164935525	29.6845803084159	0.227979274611399	-	1	1	1	1	1	1
chr1	165194323	165194357	82.3384034275039	0.505284974093264	-	0.822335025380711	0.675675675675676	0.621951219512195	0.75	0.822335025380711	0.621951219512195
chr1	165236902	165236958	423.831558508299	0.832746113989637	-	0.809230769230769	0.845652173913043	0.83695652173913	0.841530054644809	0.845652173913043	0.809230769230769
chr1	165460442	165460452	59.2460825449318	0.409740932642487	-	0.777777777777778	0.886363636363636	0.945205479452055	0.952380952380952	0.952380952380952	0.777777777777778
chr1	165763760	165763764	80.8910978659285	0.501139896373057	+	1	1	0.991228070175439	0.967741935483871	1	0.967741935483871
chr1	165780731	165780731	27.7562320458195	0.217823834196891	+	1	0.916666666666667	1	0.9	1	0.9
chr1	165788702	165788723	330.378856759871	0.797098445595855	+	0.903314917127072	0.933035714285714	0.902116402116402	0.929411764705882	0.933035714285714	0.902116402116402
chr1	165848976	165848976	38.5212188221237	0.293471502590674	-	1	0.959183673469388	0.740740740740741	1	1	0.740740740740741
chr1	166409779	166409817	516.060361495817	0.854715025906736	-	0.648648648648649	0.735537190082645	0.791304347826087	0.762942779291553	0.791304347826087	0.648648648648649
chr1	167308719	167308759	890.001627243138	0.913367875647668	+	0.819561551433389	0.736486486486487	0.753564154786151	0.737812911725955	0.819561551433389	0.736486486486487
chr1	167350223	167350225	54.5893819292109	0.38880829015544	+	0.897058823529412	0.8	0.888888888888889	0.862068965517241	0.897058823529412	0.8
chr1	170277262	170277262	170.869409985248	0.673575129533679	+	0.875	0.902439024390244	0.962121212121212	0.947368421052632	0.962121212121212	0.875
chr1	170976090	170976090	52.8515701250392	0.380310880829016	-	1	0.949152542372881	1	0.878048780487805	1	0.878048780487805
chr1	170977537	170977579	88.8353092391377	0.522694300518135	+	0.611940298507463	0.8375	0.854014598540146	0.890756302521008	0.890756302521008	0.611940298507463
chr1	171059362	171059362	101.139965208013	0.555647668393782	-	1	0.983333333333333	1	0.984126984126984	1	0.983333333333333
chr1	171234257	171234339	1239.5925549152	0.935544041450777	-	0.947049924357035	0.914417001723148	0.936395759717314	0.927769985974755	0.947049924357035	0.914417001723148
chr1	171247100	171247107	323.783391454926	0.794611398963731	-	0.982078853046595	0.966183574879227	0.997222222222222	0.986301369863014	0.997222222222222	0.966183574879227
chr1	171281147	171281147	6.28297382816333	0.0327461139896373	-	1	0.8	1	1	1	0.8
chr1	171294764	171294764	38.8471356360393	0.295544041450777	-	0.769230769230769	0.823529411764706	0.76	0.8	0.823529411764706	0.76
chr1	171294831	171294831	22.6185807375993	0.180725388601036	-	1	1	1	1	1	1
chr1	171388990	171389004	186.34025036051	0.695751295336788	+	0.995145631067961	0.9375	0.909638554216867	0.912087912087912	0.995145631067961	0.909638554216867
chr1	171389107	171389107	50.9654688809425	0.37119170984456	+	1	0.863636363636364	0.851851851851852	0.821428571428571	1	0.821428571428571
chr1	171404817	171404826	29.9384822292926	0.230673575129534	+	0	0	0	0	0	0
chr1	171407509	171407515	67.1183551399968	0.449326424870466	+	0	0	0.0246913580246914	0	0.0246913580246914	0
chr1	171407611	171407611	6.1774891981139	0.0311917098445596	+	0	0	0	0	0	0
chr1	171407745	171407745	16.9514073994873	0.137823834196891	+	0.526315789473684	0	0	0	0.526315789473684	0
chr1	171407854	171407901	41.7235670271477	0.315647668393782	+	0.0379746835443038	0	0.0111111111111111	0	0.0379746835443038	0
chr1	171411348	171411373	60.5433255559366	0.41740932642487	+	0.571428571428571	0.638888888888889	0.240740740740741	0.666666666666667	0.666666666666667	0.240740740740741
chr1	171559166	171559193	567.899912369362	0.866528497409326	+	0.956878850102669	0.915904936014625	0.98804780876494	0.938118811881188	0.98804780876494	0.915904936014625
chr1	171559260	171559260	5.64160366652455	0.0210362694300518	+	0.727272727272727	0.866666666666667	1	1	1	0.727272727272727
chr1	171607329	171607386	382.116377615337	0.818031088082902	-	0.93483709273183	0.921348314606742	0.902439024390244	0.921658986175115	0.93483709273183	0.902439024390244
chr1	171648951	171649007	620.666682310709	0.877098445595855	-	0.85	0.884381338742394	0.910769230769231	0.855932203389831	0.910769230769231	0.85
chr1	172082690	172082693	254.861786603003	0.757098445595855	-	0.791666666666667	0.583850931677019	0.745454545454545	0.567567567567568	0.791666666666667	0.567567567567568
chr1	172082803	172082827	212.689768180365	0.720414507772021	+	0.31496062992126	0.316770186335404	0.285714285714286	0.3125	0.316770186335404	0.285714285714286
chr1	172112192	172112192	23.1909132923645	0.185284974093264	+	0	0	0	0	0	0
chr1	172113103	172113103	179.404275109031	0.686632124352332	+	0	0	0	0	0	0
chr1	172113360	172113360	43.5635661812733	0.326424870466321	+	0	0	0	0	0	0
chr1	172126757	172126773	175.190069123751	0.67979274611399	+	0.641221374045801	0.84375	0.905511811023622	0.823076923076923	0.905511811023622	0.641221374045801
chr1	172148166	172148166	75.294670975439	0.483108808290155	+	0.985915492957746	0.954545454545455	0.973684210526316	1	1	0.954545454545455
chr1	172206702	172206734	539.7207036367	0.860103626943005	-	0.917763157894737	0.904761904761905	0.899267399267399	0.936454849498328	0.936454849498328	0.899267399267399
chr1	172500255	172500255	18.2639890225014	0.147979274611399	+	1	1	1	0.857142857142857	1	0.857142857142857
chr1	173437231	173437262	49.0096840479191	0.35979274611399	-	0.953488372093023	0.810344827586207	0.912280701754386	0.9	0.953488372093023	0.810344827586207
chr1	173491282	173491299	186.185488788259	0.695336787564767	-	0.925925925925926	0.95625	0.955414012738854	0.952755905511811	0.95625	0.925925925925926
chr1	173599272	173599287	116.464623978778	0.58860103626943	-	0.80952380952381	0.977777777777778	0.946564885496183	0.925925925925926	0.977777777777778	0.80952380952381
chr1	173630829	173630878	385.404970354088	0.818652849740933	+	0.592592592592593	0.591304347826087	0.682864450127877	0.612068965517241	0.682864450127877	0.591304347826087
chr1	173673650	173673682	309.334990784819	0.787357512953368	+	0.979228486646884	0.956678700361011	0.974820143884892	0.945121951219512	0.979228486646884	0.945121951219512
chr1	173880155	173880166	216.070846518203	0.723937823834197	-	0.954128440366973	0.921875	0.942148760330578	0.893203883495146	0.954128440366973	0.893203883495146
chr1	173942452	173942508	413.211163488385	0.830259067357513	-	0.967806841046278	0.933130699088146	0.882618510158014	0.932367149758454	0.967806841046278	0.882618510158014
chr1	176814864	176814894	723.078281673105	0.895544041450777	+	0.887755102040816	0.817578772802653	0.832051282051282	0.870406189555126	0.887755102040816	0.817578772802653
chr1	177796463	177796509	669.613054950025	0.88559585492228	-	0.860162601626016	0.803643724696356	0.817054263565892	0.79954954954955	0.860162601626016	0.79954954954955
chr1	178318831	178318848	46.207958705079	0.34259067357513	+	1	0.739583333333333	0.666666666666667	0.7	1	0.666666666666667
chr1	178337227	178337227	5.35541996413883	0.0132642487046632	-	0	0	0	0	0	0
chr1	178337416	178337416	7.28068581270809	0.0495336787564767	-	0	0	0	0	0	0
chr1	178337679	178337790	4781.6688795601	0.98860103626943	-	0.749395471532205	0.741997133301481	0.749419953596288	0.732884727911059	0.749419953596288	0.732884727911059
chr1	179518013	179518019	88.8184851857091	0.522487046632124	-	0.885245901639344	0.946428571428571	0.836065573770492	0.935064935064935	0.946428571428571	0.836065573770492
chr1	179803870	179803870	26.748970526685	0.210362694300518	-	1	0.925925925925926	0.666666666666667	1	1	0.666666666666667
chr1	180364301	180364407	232.298215375652	0.739481865284974	+	0.918421052631579	0.963768115942029	0.899159663865546	0.955555555555556	0.963768115942029	0.899159663865546
chr1	180568917	180568976	331.156899902509	0.797512953367876	+	0.831491712707182	0.803846153846154	0.878238341968912	0.846625766871166	0.878238341968912	0.803846153846154
chr1	180726025	180726098	1959.95661528867	0.964145077720207	+	0.705246078961601	0.740431454418928	0.74733893557423	0.728091728091728	0.74733893557423	0.705246078961601
chr1	180813557	180813568	74.895036191869	0.481243523316062	-	0.918032786885246	0.967741935483871	1	0.988636363636364	1	0.918032786885246
chr1	180851144	180851166	638.457991385093	0.88	+	0.980044345898004	0.953410981697171	0.950643776824034	0.923232323232323	0.980044345898004	0.923232323232323
chr1	180904293	180904293	9.1871072336279	0.0638341968911917	+	1	1	1	1	1	1
chr1	180942458	180942458	5.03225576671338	0.00362694300518135	+	0.428571428571429	0.777777777777778	0.733333333333333	0.666666666666667	0.777777777777778	0.428571428571429
chr1	181144152	181144187	509.58876000644	0.853264248704663	-	0.900462962962963	0.909677419354839	0.897654584221748	0.878787878787879	0.909677419354839	0.878787878787879
chr1	181842326	181842395	1146.46767746716	0.929948186528497	-	0.684394071490846	0.630291627469426	0.609756097560976	0.617563739376771	0.684394071490846	0.609756097560976
chr1	182124795	182124826	97.7907832914746	0.546528497409326	+	0.954954954954955	0.919463087248322	0.853932584269663	0.81	0.954954954954955	0.81
chr1	182282744	182282794	72.1334364018427	0.470673575129534	-	0.915094339622642	0.924731182795699	0.956521739130435	0.970588235294118	0.970588235294118	0.915094339622642
chr1	182409172	182409176	50.8918248799351	0.370155440414508	+	0.923076923076923	1	0.886792452830189	0.875	1	0.875
chr1	182517474	182517498	51.2730382601938	0.373471502590674	-	0.987654320987654	1	0.935064935064935	0.882352941176471	1	0.882352941176471
chr1	183345431	183345461	807.695815612866	0.906735751295337	-	0.90973630831643	0.893827160493827	0.843336724313327	0.897142857142857	0.90973630831643	0.843336724313327
chr1	183369534	183369553	331.251262803373	0.797927461139896	-	0.906906906906907	0.919093851132686	0.857142857142857	0.926406926406926	0.926406926406926	0.857142857142857
chr1	183388975	183389003	267.286487025742	0.766217616580311	+	0.761702127659574	0.74609375	0.707964601769911	0.801020408163265	0.801020408163265	0.707964601769911
chr1	184845845	184845845	17.0697323969166	0.139896373056995	-	1	0.818181818181818	1	1	1	0.818181818181818
chr1	185204139	185204139	36.9683709895222	0.283316062176166	+	1	0.96969696969697	1	0.964285714285714	1	0.964285714285714
chr1	185332180	185332180	36.2163609458726	0.277305699481865	+	1	0.92	1	1	1	0.92
chr1	185363058	185363091	630.386002459871	0.878134715025907	+	0.467479674796748	0.448467966573816	0.523076923076923	0.449230769230769	0.523076923076923	0.448467966573816
chr1	186749316	186749328	263.908204717444	0.764559585492228	-	0.901041666666667	0.856410256410256	0.923076923076923	0.792452830188679	0.923076923076923	0.792452830188679
chr1	187215522	187215522	32.7068870449392	0.250777202072539	+	0.944444444444444	0.95	1	1	1	0.944444444444444
chr1	190928596	190928596	7.59958944355572	0.0526424870466321	+	0.285714285714286	0.857142857142857	0.91304347826087	0.5	0.91304347826087	0.285714285714286
chr1	191575749	191575786	228.695064454851	0.736165803108808	+	0.681660899653979	0.75	0.711297071129707	0.790909090909091	0.790909090909091	0.681660899653979
chr1	192092549	192092564	94.0378678645804	0.537616580310881	-	0.939130434782609	0.944444444444444	1	0.943396226415094	1	0.939130434782609
chr1	193130215	193130218	44.7080002081131	0.332849740932642	-	0.828571428571429	0.903225806451613	0.833333333333333	0.891891891891892	0.903225806451613	0.828571428571429
chr1	193201436	193201527	590.234789431957	0.870673575129534	-	0.861538461538462	0.809411764705882	0.806697108066971	0.880407124681934	0.880407124681934	0.806697108066971
chr1	193264018	193264029	64.5980680927182	0.438134715025907	-	0.655172413793103	0.472727272727273	0.840909090909091	0.484375	0.840909090909091	0.472727272727273
chr1	195131323	195131340	83.4829062216438	0.509015544041451	-	1	0.859649122807018	0.736111111111111	0.887096774193548	1	0.736111111111111
chr1	195131551	195131560	72.3155579525465	0.471502590673575	-	1	0.903846153846154	0.805555555555556	1	1	0.805555555555556
chr1	20820250	20820291	41.0570790102317	0.311295336787565	-	0.75	0.833333333333333	0.923076923076923	0.760869565217391	0.923076923076923	0.75
chr1	21291532	21291532	25.8317928147351	0.202279792746114	-	1	1	1	1	1	1
chr1	21325735	21325739	260.024762302078	0.761865284974093	-	0.237410071942446	0.287081339712919	0.259109311740891	0.240837696335079	0.287081339712919	0.237410071942446
chr1	21349639	21349639	6.96126550038622	0.0452849740932642	+	1	0.857142857142857	1	1	1	0.857142857142857
chr1	21350397	21350401	149.763722956054	0.64559585492228	+	0.716417910447761	0.745454545454545	0.651428571428571	0.707070707070707	0.745454545454545	0.651428571428571
chr1	23922264	23922264	23.0458964457301	0.184455958549223	-	1	1	0.962962962962963	1	1	0.962962962962963
chr1	24678732	24678747	109.515137733919	0.576580310880829	+	0.92	0.76271186440678	0.663934426229508	0.707070707070707	0.92	0.663934426229508
chr1	24679130	24679130	21.4835277644007	0.173886010362694	-	1	1	1	1	1	1
chr1	30805058	30805058	8.30752681396454	0.0575129533678756	-	0	0	0	0.166666666666667	0.166666666666667	0
chr1	33669767	33669767	53.0323871086682	0.381554404145078	-	1	0.982456140350877	0.428571428571429	0.951219512195122	1	0.428571428571429
chr1	33814448	33814448	5.03225576671338	0.00362694300518135	-	1	0.909090909090909	0.933333333333333	0.9	1	0.9
chr1	33814562	33814562	26.2784979300556	0.206010362694301	-	0.523809523809524	0.764705882352941	1	0.9375	1	0.523809523809524
chr1	34801741	34801741	16.2396571354714	0.13139896373057	+	1	1	1	1	1	1
chr1	36244288	36244315	244.761984124966	0.750259067357513	-	0.85239852398524	0.892655367231638	0.936241610738255	0.93167701863354	0.936241610738255	0.85239852398524
